time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition,Session
2025-10-23T19:03:16.561Z,269,1104,3048,639,1636,3540,25382,24516,52378,14107,33530,76698,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.601Z,271,1098,3042,640,1619,3525,24618,23849,51332,13572,32468,74272,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.641Z,272,1101,3047,645,1619,3530,24279,23562,50888,13394,31680,73509,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.681Z,274,1111,3054,651,1637,3548,24574,23832,51318,13688,31883,74908,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.721Z,278,1117,3054,657,1652,3563,25164,24363,52140,14154,32777,77098,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.761Z,280,1111,3051,658,1652,3568,25625,24774,52770,14471,33494,78598,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.801Z,275,1098,3047,652,1640,3565,25798,24919,52985,14552,33577,78947,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.841Z,265,1091,3043,643,1633,3558,25804,24922,52957,14520,33136,78686,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.881Z,261,1100,3039,642,1642,3553,25878,25000,53042,14568,32672,78742,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.921Z,264,1112,3040,646,1657,3558,26066,25171,53331,14710,32729,79321,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.961Z,266,1115,3047,646,1664,3571,26213,25277,53595,14803,33328,79851,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.001Z,266,1113,3058,643,1662,3582,26276,25297,53724,14818,33949,80036,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.041Z,266,1108,3063,644,1655,3582,26269,25278,53714,14784,34206,79874,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.081Z,269,1103,3059,647,1648,3570,26099,25139,53442,14641,34034,79134,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.121Z,270,1098,3052,644,1636,3549,25593,24708,52686,14256,33382,77305,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.161Z,267,1093,3045,635,1619,3525,24748,23972,51471,13630,32338,74440,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.201Z,263,1088,3037,630,1602,3507,24015,23331,50458,13123,31347,72186,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.241Z,260,1080,3031,632,1594,3508,23954,23277,50411,13139,31048,72386,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.281Z,263,1074,3035,639,1597,3527,24531,23791,51247,13615,31699,74700,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.321Z,271,1075,3046,647,1608,3548,25216,24409,52217,14136,32719,77160,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.361Z,279,1082,3051,656,1620,3556,25612,24762,52770,14410,33332,78432,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.401Z,283,1096,3050,660,1631,3553,25694,24832,52880,14448,33409,78580,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.441Z,281,1119,3050,656,1646,3552,25696,24836,52882,14456,33419,78528,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.481Z,276,1136,3049,650,1664,3559,25843,24969,53079,14585,33750,79006,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.521Z,274,1135,3048,648,1673,3570,26095,25182,53397,14765,34212,79757,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.561Z,277,1123,3049,651,1671,3578,26275,25314,53612,14867,34464,80189,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.601Z,282,1111,3051,657,1663,3581,26331,25340,53677,14877,34506,80216,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.641Z,282,1105,3050,658,1657,3575,26244,25266,53562,14796,34427,79822,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.681Z,278,1105,3045,653,1653,3559,25889,24973,53091,14523,34126,78585,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.721Z,274,1111,3040,646,1649,3538,25215,24392,52187,14024,33488,76362,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.761Z,271,1118,3035,644,1644,3520,24539,23796,51277,13562,32627,74293,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.801Z,268,1119,3032,645,1641,3520,24342,23620,51022,13494,32032,73973,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.841Z,264,1113,3036,649,1641,3539,24696,23936,51528,13825,32229,75459,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.881Z,262,1106,3047,651,1642,3564,25253,24427,52307,14256,33003,77393,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.921Z,267,1106,3063,654,1645,3584,25651,24772,52853,14517,33596,78565,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:17.961Z,277,1116,3076,661,1654,3591,25750,24853,52975,14531,33619,78660,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.001Z,282,1124,3082,666,1661,3587,25662,24776,52830,14405,33302,78182,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.041Z,278,1120,3080,664,1658,3579,25639,24756,52772,14342,33145,78000,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.081Z,271,1111,3073,657,1650,3574,25832,24907,53020,14454,33413,78552,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.121Z,266,1104,3063,650,1643,3573,26138,25138,53422,14651,33882,79432,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.161Z,263,1098,3058,646,1637,3574,26353,25302,53692,14784,34189,79994,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.201Z,260,1094,3061,641,1633,3576,26382,25329,53710,14792,34189,79976,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.241Z,256,1090,3063,635,1629,3571,26154,25152,53389,14625,33763,79155,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.281Z,253,1088,3056,628,1620,3553,25541,24646,52550,14189,32636,77093,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.321Z,252,1087,3045,622,1610,3527,24637,23882,51328,13558,30884,74162,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.361Z,255,1086,3039,625,1605,3514,23977,23323,50460,13140,29318,72231,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.401Z,259,1084,3041,634,1610,3523,24037,23389,50585,13271,28810,72828,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.441Z,260,1084,3045,643,1625,3545,24671,23944,51470,13795,29702,75226,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.481Z,259,1090,3049,649,1641,3566,25346,24519,52373,14294,31506,77517,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.521Z,259,1097,3050,650,1649,3574,25702,24817,52846,14521,32948,78609,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.561Z,261,1100,3049,647,1646,3574,25771,24873,52964,14523,33427,78755,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.601Z,266,1100,3053,646,1645,3575,25833,24914,53080,14522,33532,78913,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.641Z,270,1106,3061,649,1655,3585,26035,25065,53377,14636,33808,79524,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.681Z,270,1113,3071,649,1665,3595,26240,25226,53663,14770,34142,80107,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.721Z,268,1113,3077,648,1663,3602,26338,25308,53780,14840,34339,80313,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.761Z,267,1108,3075,647,1655,3600,26354,25329,53782,14843,34380,80228,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.801Z,268,1109,3062,644,1653,3583,26235,25239,53618,14732,34121,79675,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.841Z,267,1113,3044,638,1653,3556,25815,24886,53044,14399,33251,78131,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.881Z,263,1111,3032,631,1643,3529,25068,24245,51995,13846,31702,75579,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.921Z,259,1098,3034,627,1623,3516,24379,23652,51008,13378,30073,73422,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:18.961Z,258,1083,3042,628,1608,3524,24254,23548,50804,13366,29306,73393,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.001Z,256,1079,3048,630,1611,3543,24691,23945,51394,13771,29927,75282,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.041Z,254,1088,3049,632,1628,3558,25261,24463,52173,14229,31531,77348,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.081Z,256,1103,3051,637,1645,3566,25619,24779,52663,14477,32912,78426,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.121Z,261,1112,3052,642,1654,3565,25690,24830,52773,14487,33373,78481,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.161Z,261,1113,3047,643,1655,3557,25632,24767,52735,14415,33325,78209,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.201Z,257,1110,3042,641,1655,3554,25701,24811,52877,14459,33450,78463,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.241Z,256,1112,3043,641,1661,3563,25959,25019,53246,14643,33887,79304,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.281Z,259,1118,3047,643,1671,3574,26220,25237,53598,14814,34298,80048,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.321Z,261,1119,3052,642,1673,3578,26339,25329,53762,14867,34436,80295,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.361Z,261,1110,3056,639,1661,3578,26301,25281,53714,14800,34269,80054,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.401Z,264,1102,3053,639,1645,3567,26032,25035,53330,14570,33652,79033,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.441Z,269,1103,3041,642,1635,3541,25398,24488,52435,14101,32309,76831,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.481Z,271,1110,3029,642,1631,3514,24571,23791,51306,13547,30428,74221,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.521Z,269,1112,3025,640,1630,3504,24102,23418,50710,13310,29035,73133,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.561Z,265,1110,3030,641,1634,3520,24315,23632,51045,13564,29260,74335,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.601Z,262,1107,3041,643,1643,3550,24933,24178,51904,14043,30964,76524,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.641Z,260,1107,3054,645,1650,3575,25488,24653,52649,14410,32708,78153,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.681Z,259,1110,3061,645,1653,3584,25754,24878,52981,14548,33511,78731,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.721Z,258,1110,3059,646,1652,3580,25837,24943,53057,14576,33698,78826,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.761Z,262,1111,3050,650,1654,3575,25990,25068,53244,14692,33996,79342,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.801Z,269,1115,3044,656,1661,3573,26240,25278,53594,14880,34464,80231,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.841Z,274,1118,3042,658,1665,3571,26385,25402,53814,14957,34658,80672,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.881Z,273,1119,3042,654,1667,3568,26402,25409,53838,14924,34571,80601,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.922Z,272,1115,3043,648,1664,3567,26377,25375,53789,14868,34412,80376,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:19.962Z,272,1107,3044,646,1653,3563,26210,25228,53552,14716,34014,79690,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.002Z,268,1099,3044,641,1636,3549,25688,24788,52829,14315,32980,77824,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.042Z,259,1090,3041,634,1612,3526,24816,24042,51618,13678,31205,74822,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.082Z,257,1080,3038,631,1593,3509,24055,23377,50566,13157,29309,72358,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.122Z,263,1071,3044,637,1591,3516,23960,23280,50442,13157,28337,72348,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.162Z,270,1070,3052,646,1605,3538,24508,23742,51207,13625,29011,74540,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.202Z,273,1078,3052,650,1626,3555,25175,24326,52135,14139,30935,76960,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.242Z,270,1091,3050,647,1639,3561,25558,24682,52675,14412,32646,78234,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.282Z,268,1096,3052,646,1638,3564,25638,24765,52789,14446,33286,78387,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.322Z,271,1087,3056,653,1628,3568,25653,24768,52804,14436,33367,78325,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.362Z,278,1076,3059,662,1621,3577,25820,24897,53028,14553,33644,78816,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.402Z,281,1077,3059,665,1626,3584,26104,25132,53401,14745,34125,79652,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.442Z,278,1088,3062,659,1639,3585,26320,25315,53670,14865,34433,80204,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.482Z,276,1096,3067,651,1646,3585,26400,25382,53772,14886,34472,80339,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.522Z,275,1096,3068,648,1644,3584,26338,25322,53714,14814,34263,80083,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.562Z,274,1091,3061,646,1634,3572,26021,25042,53300,14564,33604,78982,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.602Z,270,1083,3050,643,1617,3548,25362,24472,52369,14074,32349,76733,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.642Z,273,1076,3044,647,1602,3529,24634,23851,51341,13567,31052,74424,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.682Z,283,1075,3047,659,1602,3531,24353,23625,50958,13428,30705,73825,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.722Z,288,1079,3050,669,1616,3547,24660,23916,51398,13738,31521,75211,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.762Z,279,1084,3050,664,1630,3562,25207,24413,52179,14204,32738,77234,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.802Z,264,1086,3051,650,1636,3570,25607,24763,52748,14506,33524,78515,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.842Z,257,1085,3050,641,1633,3569,25719,24848,52893,14545,33623,78657,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.882Z,262,1080,3045,643,1623,3560,25659,24777,52783,14435,33356,78184,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.922Z,273,1079,3044,650,1620,3556,25658,24770,52763,14380,33263,77979,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:20.962Z,281,1089,3050,656,1630,3564,25822,24920,52995,14493,33597,78510,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.002Z,281,1099,3058,655,1642,3575,26050,25118,53338,14685,34090,79403,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.042Z,275,1099,3064,651,1645,3580,26218,25246,53589,14813,34382,80027,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.082Z,273,1092,3069,650,1640,3584,26259,25263,53635,14825,34367,80101,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.122Z,276,1086,3073,651,1633,3584,26077,25096,53361,14665,33913,79371,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.162Z,279,1088,3068,650,1624,3567,25514,24608,52586,14218,32719,77341,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.202Z,278,1092,3053,647,1612,3534,24617,23845,51390,13551,30848,74287,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.242Z,275,1087,3038,645,1600,3508,23907,23249,50472,13078,29093,72101,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.282Z,274,1078,3036,647,1596,3512,23923,23273,50538,13170,28391,72527,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.322Z,274,1077,3044,651,1610,3539,24567,23831,51419,13693,29228,74956,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.362Z,272,1089,3049,650,1633,3561,25280,24442,52356,14204,31126,77333,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.402Z,269,1104,3047,645,1652,3566,25670,24775,52847,14444,32712,78424,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.442Z,267,1109,3045,641,1655,3562,25759,24849,52925,14466,33291,78486,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.482Z,271,1100,3047,644,1643,3562,25806,24888,52946,14481,33439,78511,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.522Z,278,1091,3052,652,1634,3570,25980,25044,53161,14609,33770,79043,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.562Z,280,1094,3054,658,1640,3579,26197,25238,53455,14768,34186,79730,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.602Z,277,1103,3051,658,1652,3579,26319,25349,53648,14856,34422,80162,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.642Z,274,1108,3044,654,1659,3574,26347,25379,53714,14881,34489,80323,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.682Z,272,1105,3039,651,1656,3566,26265,25310,53582,14823,34328,80042,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.722Z,269,1094,3039,647,1641,3554,25904,24992,53039,14550,33609,78719,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.762Z,265,1080,3039,641,1617,3534,25183,24364,52042,14020,32252,76225,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.802Z,262,1075,3035,635,1604,3516,24466,23751,51097,13531,31038,73984,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.842Z,263,1083,3033,635,1612,3516,24273,23593,50883,13467,30925,73746,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.882Z,266,1098,3035,641,1632,3532,24652,23918,51436,13804,31828,75376,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.922Z,271,1111,3042,650,1652,3553,25207,24385,52199,14210,32878,77298,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:21.962Z,274,1118,3054,655,1663,3569,25561,24679,52671,14429,33422,78305,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.002Z,275,1120,3065,656,1662,3577,25621,24724,52741,14431,33394,78298,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.042Z,275,1115,3067,656,1656,3576,25553,24660,52641,14361,33160,77978,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.082Z,273,1107,3059,653,1650,3572,25591,24683,52703,14399,33191,78153,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.122Z,271,1097,3052,649,1644,3571,25832,24873,53055,14590,33645,79013,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.162Z,272,1086,3051,648,1637,3575,26146,25129,53494,14803,34196,79955,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.202Z,274,1077,3055,647,1629,3580,26344,25295,53745,14900,34470,80372,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.242Z,271,1073,3062,647,1626,3582,26350,25307,53728,14859,34397,80180,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.282Z,267,1077,3063,647,1626,3577,26092,25103,53370,14641,33865,79203,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.322Z,268,1086,3058,648,1624,3560,25446,24573,52512,14157,32628,77039,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.362Z,270,1095,3050,646,1618,3536,24569,23840,51351,13541,31027,74303,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.402Z,272,1102,3048,645,1617,3526,24025,23387,50631,13214,30162,72922,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.442Z,272,1106,3053,645,1627,3540,24201,23553,50853,13420,30684,73921,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.482Z,273,1106,3058,647,1639,3562,24842,24117,51683,13931,32010,76168,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.522Z,273,1104,3059,648,1649,3577,25440,24633,52463,14360,33134,78013,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.562Z,272,1107,3062,649,1655,3585,25732,24872,52854,14537,33604,78789,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.602Z,269,1109,3066,649,1656,3587,25808,24921,52985,14571,33711,78973,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.642Z,272,1102,3065,654,1650,3586,25935,25020,53197,14679,34009,79496,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.682Z,284,1095,3060,666,1648,3586,26171,25222,53526,14864,34499,80327,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.722Z,296,1096,3056,674,1651,3583,26322,25348,53706,14942,34711,80645,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.762Z,297,1099,3052,672,1651,3576,26343,25349,53717,14902,34603,80470,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.802Z,285,1095,3051,663,1645,3568,26326,25319,53682,14847,34451,80258,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.842Z,271,1088,3051,653,1636,3561,26195,25208,53488,14735,34162,79737,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.882Z,262,1084,3047,643,1627,3547,25731,24823,52847,14393,33276,78102,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.922Z,261,1086,3042,638,1616,3526,24904,24122,51714,13788,31698,75215,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:22.962Z,266,1091,3040,639,1608,3509,24148,23479,50680,13264,30344,72692,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.002Z,269,1100,3043,644,1616,3514,24022,23381,50526,13244,30323,72551,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.042Z,271,1108,3049,650,1634,3537,24531,23826,51263,13682,31491,74618,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.082Z,273,1106,3057,655,1644,3560,25189,24377,52200,14162,32732,76954,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.122Z,276,1095,3061,660,1639,3570,25593,24693,52779,14399,33306,78194,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.162Z,276,1080,3061,660,1624,3566,25678,24736,52919,14403,33270,78318,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.202Z,274,1072,3056,656,1614,3559,25651,24696,52894,14356,33130,78157,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.242Z,279,1077,3056,657,1618,3561,25763,24790,53041,14434,33332,78515,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.282Z,287,1087,3061,664,1632,3573,26036,25037,53387,14633,33854,79349,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.322Z,291,1090,3063,666,1639,3581,26290,25275,53681,14814,34328,80059,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.362Z,286,1091,3058,661,1643,3577,26402,25380,53780,14889,34512,80315,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.402Z,277,1098,3049,653,1649,3566,26360,25332,53687,14849,34387,80071,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.442Z,273,1102,3045,649,1649,3556,26076,25065,53276,14626,33783,79008,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.482Z,276,1097,3043,651,1634,3543,25430,24490,52377,14143,32501,76792,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.522Z,282,1086,3041,655,1612,3527,24651,23816,51314,13601,31081,74322,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.562Z,284,1080,3038,657,1602,3524,24278,23522,50848,13415,30627,73488,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.602Z,281,1082,3044,656,1612,3541,24532,23781,51265,13705,31439,74833,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.642Z,274,1086,3055,656,1629,3568,25103,24288,52092,14173,32685,76992,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.682Z,270,1087,3061,656,1638,3582,25587,24682,52744,14506,33526,78521,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.722Z,269,1090,3054,656,1641,3578,25796,24835,52990,14607,33747,78970,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.762Z,268,1099,3046,654,1648,3567,25827,24861,52990,14585,33688,78848,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.802Z,268,1111,3047,653,1661,3565,25921,24971,53087,14642,33865,79022,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.842Z,270,1116,3057,656,1669,3576,26114,25167,53348,14789,34291,79597,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.882Z,274,1110,3068,658,1665,3588,26244,25278,53549,14872,34528,79997,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.922Z,280,1099,3075,660,1652,3593,26293,25299,53625,14872,34511,80103,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:23.962Z,288,1092,3074,663,1640,3590,26295,25296,53607,14843,34414,80013,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.002Z,287,1092,3066,661,1635,3577,26135,25176,53371,14713,34069,79396,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.042Z,276,1094,3053,650,1628,3553,25615,24739,52670,14323,33044,77595,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.082Z,261,1092,3040,636,1614,3524,24740,23977,51499,13677,31357,74631,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.122Z,252,1087,3033,627,1602,3507,23984,23318,50496,13149,30001,72235,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.162Z,251,1084,3038,628,1604,3517,23911,23256,50437,13155,30056,72332,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:24.202Z,255,1086,3048,637,1617,3544,24494,23759,51264,13626,31315,74594,Day_3,RedLightPol_Switched,Session_1
