ts,time,c14,c16,c17,c20,c22,c23
2024-10-08 22:09:29,10.84,327561,369152,205146,305780,253253,171474
2024-10-08 22:09:29,10.88,327551,369124,205442,305861,253306,171783
2024-10-08 22:09:29,10.92,327629,369197,205092,306039,253442,171537
2024-10-08 22:09:29,10.96,327829,369385,204312,306211,253588,170855
2024-10-08 22:09:29,11,328069,369618,203737,306319,253698,170300
2024-10-08 22:09:29,11.04,328284,369823,203632,306413,253797,170162
2024-10-08 22:09:29,11.08,328400,369927,203608,306526,253899,170151
2024-10-08 22:09:29,11.12,328373,369902,203447,306626,253979,170081
2024-10-08 22:09:29,11.16,328280,369818,203651,306691,254025,170332
2024-10-08 22:09:29,11.2,328233,369765,204551,306726,254046,171142
2024-10-08 22:09:29,11.24,328227,369745,205488,306727,254041,171946
2024-10-08 22:09:29,11.28,328197,369728,205678,306685,254009,172096
2024-10-08 22:09:29,11.32,328167,369724,205222,306606,253956,171665
2024-10-08 22:09:29,11.36,328178,369726,204608,306474,253854,171046
2024-10-08 22:09:29,11.4,328176,369681,203976,306246,253658,170376
2024-10-08 22:09:29,11.44,328097,369577,203272,305943,253403,169657
2024-10-08 22:09:29,11.48,327963,369458,202685,305682,253200,169091
2024-10-08 22:09:29,11.52,327815,369350,202472,305559,253111,168929
2024-10-08 22:09:29,11.56,327699,369271,202718,305568,253108,169223
2024-10-08 22:09:29,11.6,327669,369256,203327,305665,253163,169836
2024-10-08 22:09:29,11.64,327707,369294,204060,305809,253275,170538
2024-10-08 22:09:29,11.68,327761,369349,204692,305947,253400,171121
2024-10-08 22:09:30,11.72,327851,369433,204935,306043,253490,171319
2024-10-08 22:09:30,11.76,328010,369577,204533,306120,253557,170915
2024-10-08 22:09:30,11.8,328204,369741,203712,306223,253642,170152
2024-10-08 22:09:30,11.84,328303,369811,202995,306350,253745,169553
2024-10-08 22:09:30,11.88,328215,369739,202582,306447,253832,169304
2024-10-08 22:09:30,11.92,328043,369628,202269,306498,253897,169160
2024-10-08 22:09:30,11.96,327927,369570,201951,306527,253946,168968
2024-10-08 22:09:30,12,327871,369538,201834,306540,253968,168912
2024-10-08 22:09:30,12.04,327823,369477,202096,306546,253964,169175
2024-10-08 22:09:30,12.08,327761,369386,202693,306523,253922,169719
2024-10-08 22:09:30,12.12,327613,369230,203333,306374,253783,170276
2024-10-08 22:09:30,12.16,327350,368994,203655,306067,253522,170519
2024-10-08 22:09:30,12.2,327130,368801,203672,305735,253247,170448
2024-10-08 22:09:30,12.24,327024,368712,203647,305519,253073,170339
2024-10-08 22:09:30,12.28,326887,368600,203578,305423,253001,170290
2024-10-08 22:09:30,12.32,326680,368447,203465,305423,253010,170312
2024-10-08 22:09:30,12.36,326566,368392,203477,305531,253106,170459
2024-10-08 22:09:30,12.4,326589,368442,203678,305704,253244,170728
2024-10-08 22:09:30,12.44,326612,368473,203958,305839,253348,171039
2024-10-08 22:09:30,12.48,326550,368428,204037,305899,253395,171179
2024-10-08 22:09:30,12.52,326452,368351,203748,305940,253422,171005
2024-10-08 22:09:30,12.56,326398,368297,203387,306018,253474,170759
2024-10-08 22:09:30,12.6,326364,368251,203392,306135,253558,170835
2024-10-08 22:09:30,12.64,326269,368151,203647,306246,253640,171159
2024-10-08 22:09:30,12.68,326144,368024,203728,306322,253696,171341
2024-10-08 22:09:31,12.72,326061,367943,203572,306367,253742,171284
2024-10-08 22:09:31,12.76,325992,367901,203274,306403,253797,171097
2024-10-08 22:09:31,12.8,325939,367883,202827,306468,253863,170784
2024-10-08 22:09:31,12.84,325998,367942,202448,306574,253917,170474
2024-10-08 22:09:31,12.88,326183,368093,202507,306661,253901,170421
2024-10-08 22:09:31,12.92,326370,368252,203022,306622,253754,170645
2024-10-08 22:09:31,12.96,326519,368387,203839,306388,253513,171069
