time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition
2025-10-23T20:15:28.619Z,164,787,1035,365,835,993,3095,2529,2753,1813,1446,3415,Day_3,Blackout Offset
2025-10-23T20:15:28.659Z,168,793,1038,368,841,994,3087,2526,2757,1803,1444,3416,Day_3,Blackout Offset
2025-10-23T20:15:28.699Z,173,797,1043,371,845,1001,3082,2520,2766,1799,1438,3422,Day_3,Blackout Offset
2025-10-23T20:15:28.739Z,173,797,1048,371,844,1007,3085,2517,2778,1801,1434,3430,Day_3,Blackout Offset
2025-10-23T20:15:28.779Z,169,794,1048,368,839,1009,3091,2522,2785,1806,1436,3434,Day_3,Blackout Offset
2025-10-23T20:15:28.819Z,169,790,1044,367,837,1005,3094,2531,2781,1808,1439,3430,Day_3,Blackout Offset
2025-10-23T20:15:28.859Z,174,790,1041,372,840,1000,3091,2534,2769,1807,1437,3423,Day_3,Blackout Offset
2025-10-23T20:15:28.899Z,179,792,1040,378,843,997,3091,2532,2760,1808,1435,3419,Day_3,Blackout Offset
2025-10-23T20:15:28.939Z,183,792,1040,384,842,997,3100,2529,2756,1816,1435,3418,Day_3,Blackout Offset
2025-10-23T20:15:28.979Z,186,791,1039,386,840,997,3114,2529,2756,1826,1435,3416,Day_3,Blackout Offset
2025-10-23T20:15:29.019Z,182,794,1038,382,843,996,3118,2526,2755,1830,1432,3413,Day_3,Blackout Offset
2025-10-23T20:15:29.059Z,173,798,1039,372,847,998,3111,2523,2756,1827,1430,3410,Day_3,Blackout Offset
2025-10-23T20:15:29.099Z,165,799,1042,362,848,999,3104,2526,2757,1824,1435,3409,Day_3,Blackout Offset
2025-10-23T20:15:29.139Z,161,795,1042,356,844,999,3106,2533,2755,1825,1444,3406,Day_3,Blackout Offset
2025-10-23T20:15:29.179Z,163,788,1041,354,837,998,3116,2537,2751,1830,1450,3401,Day_3,Blackout Offset
2025-10-23T20:15:29.219Z,164,784,1040,354,831,996,3130,2539,2749,1840,1453,3401,Day_3,Blackout Offset
2025-10-23T20:15:29.259Z,164,785,1038,354,833,996,3138,2542,2748,1848,1454,3402,Day_3,Blackout Offset
2025-10-23T20:15:29.299Z,165,789,1036,356,838,994,3135,2544,2744,1845,1453,3400,Day_3,Blackout Offset
2025-10-23T20:15:29.339Z,166,791,1034,362,841,991,3121,2543,2741,1834,1450,3397,Day_3,Blackout Offset
2025-10-23T20:15:29.379Z,167,790,1033,368,840,989,3106,2544,2742,1821,1449,3397,Day_3,Blackout Offset
2025-10-23T20:15:29.419Z,171,788,1034,375,837,992,3096,2544,2751,1810,1449,3403,Day_3,Blackout Offset
2025-10-23T20:15:29.459Z,178,785,1035,382,833,996,3089,2540,2763,1801,1448,3411,Day_3,Blackout Offset
2025-10-23T20:15:29.499Z,183,786,1037,385,833,996,3082,2536,2770,1796,1449,3416,Day_3,Blackout Offset
2025-10-23T20:15:29.539Z,184,789,1036,382,837,993,3085,2531,2770,1805,1449,3417,Day_3,Blackout Offset
2025-10-23T20:15:29.579Z,179,789,1031,375,837,988,3100,2523,2771,1832,1444,3416,Day_3,Blackout Offset
2025-10-23T20:15:29.619Z,171,790,1027,366,835,985,3114,2515,2765,1861,1435,3410,Day_3,Blackout Offset
2025-10-23T20:15:29.659Z,163,794,1025,360,839,984,3118,2511,2748,1871,1428,3396,Day_3,Blackout Offset
2025-10-23T20:15:29.699Z,163,798,1025,361,844,986,3113,2516,2735,1854,1430,3387,Day_3,Blackout Offset
2025-10-23T20:15:29.739Z,168,799,1028,367,845,990,3107,2528,2738,1829,1440,3389,Day_3,Blackout Offset
2025-10-23T20:15:29.779Z,168,798,1036,368,846,997,3104,2532,2746,1814,1444,3393,Day_3,Blackout Offset
2025-10-23T20:15:29.819Z,164,797,1044,366,847,1004,3103,2524,2747,1808,1437,3392,Day_3,Blackout Offset
2025-10-23T20:15:29.859Z,166,794,1050,369,844,1006,3096,2518,2746,1805,1430,3391,Day_3,Blackout Offset
2025-10-23T20:15:29.899Z,173,789,1052,375,838,1004,3087,2522,2744,1803,1430,3389,Day_3,Blackout Offset
2025-10-23T20:15:29.939Z,176,787,1050,377,836,1002,3082,2528,2744,1802,1435,3388,Day_3,Blackout Offset
2025-10-23T20:15:29.979Z,177,788,1044,375,838,997,3085,2530,2746,1801,1440,3387,Day_3,Blackout Offset
2025-10-23T20:15:30.019Z,178,787,1035,373,841,992,3095,2531,2754,1802,1441,3389,Day_3,Blackout Offset
2025-10-23T20:15:30.059Z,178,786,1028,372,841,987,3101,2534,2759,1803,1440,3390,Day_3,Blackout Offset
2025-10-23T20:15:30.099Z,181,785,1025,374,839,985,3097,2535,2760,1801,1438,3388,Day_3,Blackout Offset
2025-10-23T20:15:30.139Z,184,783,1030,380,836,989,3092,2535,2759,1797,1437,3385,Day_3,Blackout Offset
2025-10-23T20:15:30.179Z,183,785,1038,384,838,997,3087,2535,2758,1796,1440,3387,Day_3,Blackout Offset
2025-10-23T20:15:30.219Z,180,792,1042,384,845,1001,3082,2539,2754,1795,1445,3389,Day_3,Blackout Offset
2025-10-23T20:15:30.259Z,178,799,1041,382,850,999,3082,2545,2748,1796,1449,3387,Day_3,Blackout Offset
2025-10-23T20:15:30.299Z,177,800,1039,381,849,998,3088,2547,2742,1797,1449,3383,Day_3,Blackout Offset
2025-10-23T20:15:30.339Z,172,797,1040,376,846,999,3088,2542,2740,1797,1446,3380,Day_3,Blackout Offset
2025-10-23T20:15:30.379Z,166,793,1045,370,841,1002,3083,2535,2744,1796,1444,3379,Day_3,Blackout Offset
2025-10-23T20:15:30.419Z,162,790,1048,367,837,1002,3078,2530,2749,1795,1444,3380,Day_3,Blackout Offset
2025-10-23T20:15:30.459Z,162,790,1045,368,835,999,3077,2527,2751,1795,1445,3382,Day_3,Blackout Offset
2025-10-23T20:15:30.499Z,164,788,1041,371,835,995,3077,2525,2753,1796,1444,3386,Day_3,Blackout Offset
2025-10-23T20:15:30.539Z,164,788,1039,372,836,992,3074,2523,2757,1796,1438,3394,Day_3,Blackout Offset
2025-10-23T20:15:30.579Z,161,793,1035,366,840,991,3071,2521,2756,1796,1432,3397,Day_3,Blackout Offset
2025-10-23T20:15:30.619Z,156,800,1030,359,845,990,3074,2521,2746,1799,1434,3392,Day_3,Blackout Offset
2025-10-23T20:15:30.659Z,153,808,1026,353,852,989,3079,2521,2734,1805,1440,3387,Day_3,Blackout Offset
2025-10-23T20:15:30.699Z,153,817,1026,353,861,989,3083,2518,2732,1807,1441,3385,Day_3,Blackout Offset
2025-10-23T20:15:30.739Z,156,819,1028,357,863,988,3084,2513,2737,1807,1437,3386,Day_3,Blackout Offset
2025-10-23T20:15:30.779Z,161,809,1031,362,854,987,3084,2514,2742,1806,1436,3386,Day_3,Blackout Offset
2025-10-23T20:15:30.819Z,168,795,1035,369,842,990,3079,2519,2743,1802,1437,3383,Day_3,Blackout Offset
2025-10-23T20:15:30.859Z,179,790,1039,378,838,993,3075,2525,2743,1797,1435,3383,Day_3,Blackout Offset
2025-10-23T20:15:30.899Z,186,794,1040,383,844,992,3075,2528,2744,1796,1431,3386,Day_3,Blackout Offset
2025-10-23T20:15:30.939Z,188,799,1041,382,850,992,3081,2529,2750,1801,1430,3392,Day_3,Blackout Offset
2025-10-23T20:15:30.979Z,185,797,1043,379,849,996,3083,2533,2757,1805,1434,3396,Day_3,Blackout Offset
2025-10-23T20:15:31.019Z,179,796,1044,374,845,1001,3076,2538,2754,1806,1438,3392,Day_3,Blackout Offset
2025-10-23T20:15:31.059Z,176,795,1039,372,843,1001,3070,2541,2746,1802,1442,3384,Day_3,Blackout Offset
2025-10-23T20:15:31.099Z,178,791,1035,374,839,1000,3068,2542,2746,1796,1447,3381,Day_3,Blackout Offset
2025-10-23T20:15:31.139Z,176,783,1038,375,832,1001,3067,2537,2751,1790,1449,3383,Day_3,Blackout Offset
2025-10-23T20:15:31.179Z,165,776,1044,368,826,1004,3068,2528,2752,1789,1445,3385,Day_3,Blackout Offset
2025-10-23T20:15:31.219Z,156,773,1048,359,823,1006,3072,2526,2749,1791,1442,3384,Day_3,Blackout Offset
2025-10-23T20:15:31.259Z,157,777,1049,357,826,1007,3081,2529,2747,1798,1439,3384,Day_3,Blackout Offset
2025-10-23T20:15:31.299Z,167,786,1049,364,834,1006,3091,2527,2747,1806,1433,3384,Day_3,Blackout Offset
2025-10-23T20:15:31.339Z,175,796,1047,372,845,1004,3099,2518,2748,1812,1426,3388,Day_3,Blackout Offset
2025-10-23T20:15:31.379Z,177,802,1043,374,851,1002,3100,2511,2752,1812,1421,3394,Day_3,Blackout Offset
2025-10-23T20:15:31.419Z,174,800,1042,371,849,1000,3095,2507,2756,1809,1416,3398,Day_3,Blackout Offset
2025-10-23T20:15:31.459Z,172,796,1042,369,844,999,3092,2503,2753,1806,1414,3394,Day_3,Blackout Offset
2025-10-23T20:15:31.499Z,173,792,1044,370,841,996,3091,2505,2744,1804,1419,3388,Day_3,Blackout Offset
2025-10-23T20:15:31.539Z,173,788,1043,369,835,995,3093,2511,2740,1805,1429,3385,Day_3,Blackout Offset
2025-10-23T20:15:31.579Z,170,784,1043,366,829,998,3094,2518,2744,1808,1436,3388,Day_3,Blackout Offset
2025-10-23T20:15:31.619Z,165,780,1042,363,826,1004,3095,2522,2751,1811,1438,3395,Day_3,Blackout Offset
2025-10-23T20:15:31.659Z,161,778,1039,362,827,1008,3097,2527,2752,1815,1439,3399,Day_3,Blackout Offset
2025-10-23T20:15:31.699Z,161,778,1037,365,829,1006,3102,2531,2748,1818,1444,3398,Day_3,Blackout Offset
2025-10-23T20:15:31.739Z,167,780,1037,370,834,1002,3105,2533,2741,1816,1448,3392,Day_3,Blackout Offset
2025-10-23T20:15:31.780Z,172,786,1040,373,839,999,3106,2529,2737,1813,1447,3385,Day_3,Blackout Offset
2025-10-23T20:15:31.820Z,174,791,1042,373,843,999,3110,2521,2735,1813,1439,3379,Day_3,Blackout Offset
2025-10-23T20:15:31.860Z,175,793,1042,372,844,998,3115,2515,2737,1816,1432,3376,Day_3,Blackout Offset
2025-10-23T20:15:31.900Z,173,793,1045,369,845,999,3113,2518,2740,1817,1431,3377,Day_3,Blackout Offset
2025-10-23T20:15:31.940Z,169,794,1052,366,846,1006,3107,2523,2743,1813,1435,3378,Day_3,Blackout Offset
2025-10-23T20:15:31.980Z,169,798,1058,366,849,1014,3097,2523,2748,1805,1437,3380,Day_3,Blackout Offset
2025-10-23T20:15:32.020Z,172,801,1059,368,849,1014,3083,2521,2753,1795,1437,3386,Day_3,Blackout Offset
2025-10-23T20:15:32.060Z,175,802,1053,372,848,1007,3074,2521,2758,1789,1438,3393,Day_3,Blackout Offset
2025-10-23T20:15:32.100Z,173,801,1048,371,844,1003,3077,2522,2761,1791,1438,3398,Day_3,Blackout Offset
2025-10-23T20:15:32.139Z,166,799,1044,366,841,1002,3083,2523,2762,1796,1438,3397,Day_3,Blackout Offset
2025-10-23T20:15:32.179Z,162,799,1040,361,842,1001,3086,2528,2760,1800,1443,3393,Day_3,Blackout Offset
2025-10-23T20:15:32.219Z,162,801,1035,360,845,996,3089,2534,2758,1805,1451,3390,Day_3,Blackout Offset
2025-10-23T20:15:32.259Z,163,802,1032,360,849,991,3094,2537,2755,1810,1453,3387,Day_3,Blackout Offset
2025-10-23T20:15:32.299Z,160,802,1031,358,851,988,3098,2534,2749,1812,1449,3384,Day_3,Blackout Offset
2025-10-23T20:15:32.339Z,158,801,1034,355,852,990,3097,2529,2743,1808,1443,3381,Day_3,Blackout Offset
2025-10-23T20:15:32.379Z,159,797,1037,356,848,993,3095,2526,2741,1805,1439,3380,Day_3,Blackout Offset
2025-10-23T20:15:32.419Z,164,793,1039,360,843,995,3096,2525,2742,1806,1438,3382,Day_3,Blackout Offset
2025-10-23T20:15:32.459Z,169,792,1039,364,842,997,3096,2525,2744,1806,1437,3386,Day_3,Blackout Offset
2025-10-23T20:15:32.500Z,172,793,1039,369,842,998,3089,2523,2747,1805,1435,3391,Day_3,Blackout Offset
2025-10-23T20:15:32.540Z,176,793,1039,374,841,999,3086,2521,2750,1808,1435,3394,Day_3,Blackout Offset
2025-10-23T20:15:32.580Z,177,790,1039,376,840,998,3094,2522,2751,1817,1441,3393,Day_3,Blackout Offset
2025-10-23T20:15:32.620Z,172,786,1039,372,839,999,3107,2529,2754,1827,1449,3390,Day_3,Blackout Offset
2025-10-23T20:15:32.660Z,169,786,1041,370,841,1002,3111,2533,2759,1831,1453,3388,Day_3,Blackout Offset
2025-10-23T20:15:32.700Z,170,788,1042,372,841,1004,3104,2533,2761,1827,1450,3388,Day_3,Blackout Offset
2025-10-23T20:15:32.740Z,172,787,1044,374,838,1004,3092,2532,2762,1816,1446,3390,Day_3,Blackout Offset
2025-10-23T20:15:32.780Z,170,783,1047,372,833,1004,3084,2532,2760,1804,1445,3390,Day_3,Blackout Offset
2025-10-23T20:15:32.820Z,168,780,1046,369,830,1003,3081,2533,2756,1795,1447,3385,Day_3,Blackout Offset
2025-10-23T20:15:32.860Z,169,776,1042,370,825,1000,3081,2534,2752,1791,1449,3382,Day_3,Blackout Offset
2025-10-23T20:15:32.900Z,172,769,1042,374,816,999,3085,2537,2749,1792,1451,3381,Day_3,Blackout Offset
2025-10-23T20:15:32.940Z,177,766,1046,379,813,1002,3094,2538,2743,1800,1450,3378,Day_3,Blackout Offset
2025-10-23T20:15:32.980Z,183,773,1047,385,821,1002,3101,2537,2740,1809,1448,3373,Day_3,Blackout Offset
2025-10-23T20:15:33.020Z,184,785,1042,385,832,998,3100,2537,2744,1811,1447,3371,Day_3,Blackout Offset
2025-10-23T20:15:33.060Z,178,790,1039,380,839,996,3094,2538,2752,1809,1447,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.100Z,171,789,1038,372,840,996,3091,2538,2757,1807,1446,3380,Day_3,Blackout Offset
2025-10-23T20:15:33.140Z,166,790,1037,366,842,996,3093,2535,2753,1807,1444,3381,Day_3,Blackout Offset
2025-10-23T20:15:33.180Z,164,797,1039,364,849,995,3096,2531,2745,1808,1442,3381,Day_3,Blackout Offset
2025-10-23T20:15:33.220Z,168,804,1042,367,855,995,3097,2529,2744,1808,1443,3383,Day_3,Blackout Offset
2025-10-23T20:15:33.260Z,175,803,1042,373,853,993,3098,2531,2751,1809,1445,3386,Day_3,Blackout Offset
2025-10-23T20:15:33.300Z,179,794,1040,376,846,992,3099,2533,2756,1812,1445,3389,Day_3,Blackout Offset
2025-10-23T20:15:33.340Z,179,786,1039,375,839,996,3101,2534,2755,1817,1442,3388,Day_3,Blackout Offset
2025-10-23T20:15:33.380Z,178,783,1038,373,837,1000,3108,2533,2750,1822,1440,3382,Day_3,Blackout Offset
2025-10-23T20:15:33.420Z,177,785,1038,374,839,1002,3116,2531,2746,1825,1442,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.460Z,172,786,1042,369,841,1006,3118,2531,2745,1829,1444,3374,Day_3,Blackout Offset
2025-10-23T20:15:33.500Z,162,786,1045,358,839,1008,3116,2531,2744,1832,1445,3376,Day_3,Blackout Offset
2025-10-23T20:15:33.540Z,158,786,1042,352,836,1004,3110,2531,2742,1829,1446,3377,Day_3,Blackout Offset
2025-10-23T20:15:33.580Z,165,788,1034,360,835,996,3102,2532,2742,1820,1448,3378,Day_3,Blackout Offset
2025-10-23T20:15:33.620Z,175,790,1029,372,838,992,3094,2536,2744,1811,1449,3379,Day_3,Blackout Offset
2025-10-23T20:15:33.660Z,175,790,1030,374,838,993,3085,2542,2746,1804,1451,3380,Day_3,Blackout Offset
2025-10-23T20:15:33.700Z,167,786,1034,366,833,996,3078,2545,2747,1800,1452,3381,Day_3,Blackout Offset
2025-10-23T20:15:33.740Z,159,781,1038,359,825,1000,3073,2544,2745,1797,1451,3381,Day_3,Blackout Offset
2025-10-23T20:15:33.780Z,155,780,1042,356,824,1004,3069,2541,2743,1795,1450,3378,Day_3,Blackout Offset
2025-10-23T20:15:33.820Z,157,787,1045,358,833,1006,3073,2538,2743,1796,1450,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.860Z,163,799,1045,364,849,1006,3083,2534,2746,1802,1448,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.900Z,168,810,1045,371,862,1005,3092,2527,2747,1809,1444,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.940Z,171,814,1044,376,865,1002,3094,2521,2742,1810,1439,3375,Day_3,Blackout Offset
2025-10-23T20:15:33.980Z,175,812,1041,380,861,997,3092,2521,2738,1806,1438,3377,Day_3,Blackout Offset
2025-10-23T20:15:34.020Z,181,808,1037,382,854,991,3089,2528,2739,1803,1442,3380,Day_3,Blackout Offset
2025-10-23T20:15:34.060Z,186,805,1032,384,850,985,3088,2534,2743,1804,1445,3381,Day_3,Blackout Offset
2025-10-23T20:15:34.100Z,190,804,1027,388,852,980,3089,2535,2742,1805,1445,3379,Day_3,Blackout Offset
2025-10-23T20:15:34.140Z,188,805,1026,388,856,980,3090,2533,2738,1802,1445,3379,Day_3,Blackout Offset
2025-10-23T20:15:34.180Z,181,808,1031,382,860,985,3091,2534,2736,1792,1446,3383,Day_3,Blackout Offset
2025-10-23T20:15:34.220Z,176,811,1037,376,861,992,3099,2538,2739,1784,1448,3390,Day_3,Blackout Offset
2025-10-23T20:15:34.260Z,176,813,1038,373,860,996,3113,2542,2751,1788,1448,3401,Day_3,Blackout Offset
2025-10-23T20:15:34.300Z,175,815,1036,371,860,997,3123,2542,2765,1805,1447,3410,Day_3,Blackout Offset
2025-10-23T20:15:34.340Z,171,814,1036,367,860,999,3123,2540,2770,1822,1446,3410,Day_3,Blackout Offset
2025-10-23T20:15:34.380Z,169,807,1040,366,853,1004,3121,2540,2764,1830,1447,3404,Day_3,Blackout Offset
2025-10-23T20:15:34.420Z,170,797,1044,369,844,1008,3121,2541,2752,1830,1449,3396,Day_3,Blackout Offset
2025-10-23T20:15:34.460Z,171,789,1046,371,838,1010,3122,2541,2741,1828,1448,3391,Day_3,Blackout Offset
2025-10-23T20:15:34.500Z,172,789,1047,374,837,1008,3115,2538,2735,1822,1447,3390,Day_3,Blackout Offset
2025-10-23T20:15:34.540Z,174,793,1048,377,838,1005,3105,2532,2735,1813,1444,3390,Day_3,Blackout Offset
2025-10-23T20:15:34.580Z,176,793,1047,380,837,1003,3100,2528,2740,1802,1441,3392,Day_3,Blackout Offset
2025-10-23T20:15:34.620Z,175,791,1045,380,835,1001,3102,2527,2748,1793,1440,3395,Day_3,Blackout Offset
2025-10-23T20:15:34.660Z,170,795,1043,378,841,1001,3108,2527,2757,1790,1440,3398,Day_3,Blackout Offset
2025-10-23T20:15:34.700Z,162,806,1041,372,853,1002,3113,2525,2762,1802,1439,3400,Day_3,Blackout Offset
2025-10-23T20:15:34.740Z,158,814,1040,367,863,1001,3118,2522,2760,1819,1438,3397,Day_3,Blackout Offset
2025-10-23T20:15:34.780Z,161,812,1039,366,863,999,3118,2521,2754,1827,1437,3394,Day_3,Blackout Offset
2025-10-23T20:15:34.820Z,166,804,1035,367,854,997,3110,2518,2753,1822,1434,3394,Day_3,Blackout Offset
2025-10-23T20:15:34.860Z,172,795,1030,369,843,991,3104,2511,2753,1816,1429,3397,Day_3,Blackout Offset
2025-10-23T20:15:34.900Z,177,789,1024,372,835,982,3109,2509,2746,1817,1430,3395,Day_3,Blackout Offset
2025-10-23T20:15:34.940Z,181,790,1023,376,836,980,3123,2517,2737,1826,1440,3389,Day_3,Blackout Offset
2025-10-23T20:15:34.980Z,181,795,1031,375,842,988,3132,2526,2736,1834,1448,3387,Day_3,Blackout Offset
2025-10-23T20:15:35.020Z,176,797,1043,369,842,1001,3130,2527,2744,1835,1445,3389,Day_3,Blackout Offset
2025-10-23T20:15:35.060Z,170,795,1051,364,838,1011,3121,2525,2751,1829,1437,3391,Day_3,Blackout Offset
2025-10-23T20:15:35.100Z,172,792,1051,367,837,1012,3113,2528,2754,1826,1435,3389,Day_3,Blackout Offset
2025-10-23T20:15:35.140Z,182,790,1049,378,837,1007,3110,2534,2758,1823,1438,3387,Day_3,Blackout Offset
2025-10-23T20:15:35.180Z,191,787,1048,389,834,1003,3104,2540,2761,1816,1443,3387,Day_3,Blackout Offset
2025-10-23T20:15:35.220Z,193,788,1047,392,834,1002,3101,2542,2761,1810,1444,3386,Day_3,Blackout Offset
2025-10-23T20:15:35.260Z,185,794,1042,383,839,998,3105,2536,2760,1812,1439,3383,Day_3,Blackout Offset
2025-10-23T20:15:35.300Z,177,800,1035,373,844,990,3112,2527,2762,1818,1432,3383,Day_3,Blackout Offset
2025-10-23T20:15:35.340Z,178,802,1031,371,846,984,3109,2522,2763,1821,1430,3383,Day_3,Blackout Offset
2025-10-23T20:15:35.380Z,185,800,1032,379,845,986,3099,2521,2757,1817,1429,3382,Day_3,Blackout Offset
2025-10-23T20:15:35.420Z,191,798,1039,386,845,994,3089,2516,2752,1809,1427,3378,Day_3,Blackout Offset
2025-10-23T20:15:35.460Z,193,802,1048,390,849,1004,3080,2514,2754,1800,1427,3376,Day_3,Blackout Offset
2025-10-23T20:15:35.500Z,190,807,1051,389,854,1007,3069,2523,2759,1791,1433,3373,Day_3,Blackout Offset
2025-10-23T20:15:35.540Z,183,811,1047,383,858,1005,3059,2534,2758,1788,1441,3370,Day_3,Blackout Offset
2025-10-23T20:15:35.580Z,178,810,1047,376,860,1004,3061,2540,2753,1794,1443,3371,Day_3,Blackout Offset
2025-10-23T20:15:35.620Z,183,806,1051,378,857,1005,3070,2541,2749,1805,1443,3371,Day_3,Blackout Offset
2025-10-23T20:15:35.660Z,191,798,1056,386,851,1008,3082,2540,2750,1814,1444,3369,Day_3,Blackout Offset
2025-10-23T20:15:35.700Z,197,789,1057,393,841,1010,3091,2537,2756,1819,1445,3368,Day_3,Blackout Offset
2025-10-23T20:15:35.740Z,198,783,1056,396,834,1011,3096,2528,2759,1818,1441,3366,Day_3,Blackout Offset
2025-10-23T20:15:35.780Z,196,785,1054,395,835,1010,3100,2519,2755,1816,1434,3364,Day_3,Blackout Offset
2025-10-23T20:15:35.820Z,192,791,1052,391,841,1010,3097,2517,2758,1811,1432,3367,Day_3,Blackout Offset
2025-10-23T20:15:35.860Z,187,796,1050,386,843,1007,3089,2521,2768,1804,1435,3372,Day_3,Blackout Offset
2025-10-23T20:15:35.900Z,180,799,1044,379,842,1000,3087,2530,2775,1802,1442,3375,Day_3,Blackout Offset
2025-10-23T20:15:35.940Z,175,799,1038,372,842,993,3093,2537,2770,1805,1446,3370,Day_3,Blackout Offset
2025-10-23T20:15:35.980Z,175,799,1033,370,843,988,3098,2537,2760,1807,1444,3361,Day_3,Blackout Offset
2025-10-23T20:15:36.020Z,180,802,1030,376,848,987,3098,2530,2750,1807,1437,3352,Day_3,Blackout Offset
2025-10-23T20:15:36.060Z,185,805,1029,383,854,989,3100,2525,2744,1810,1430,3345,Day_3,Blackout Offset
2025-10-23T20:15:36.100Z,185,806,1031,382,857,992,3103,2529,2739,1813,1427,3342,Day_3,Blackout Offset
2025-10-23T20:15:36.140Z,182,804,1034,378,855,994,3101,2535,2736,1812,1430,3340,Day_3,Blackout Offset
2025-10-23T20:15:36.180Z,179,802,1039,376,852,997,3098,2537,2731,1811,1434,3338,Day_3,Blackout Offset
2025-10-23T20:15:36.220Z,176,801,1043,373,851,999,3105,2536,2728,1819,1437,3337,Day_3,Blackout Offset
2025-10-23T20:15:36.260Z,174,801,1046,371,850,1000,3121,2534,2732,1833,1438,3341,Day_3,Blackout Offset
2025-10-23T20:15:36.300Z,172,803,1046,370,852,1000,3129,2531,2735,1840,1438,3344,Day_3,Blackout Offset
2025-10-23T20:15:36.340Z,170,804,1044,368,853,999,3123,2526,2735,1836,1436,3343,Day_3,Blackout Offset
2025-10-23T20:15:36.380Z,169,799,1042,368,847,998,3116,2524,2736,1831,1434,3344,Day_3,Blackout Offset
2025-10-23T20:15:36.420Z,174,792,1041,373,840,998,3117,2526,2742,1831,1433,3350,Day_3,Blackout Offset
2025-10-23T20:15:36.460Z,178,791,1039,376,838,998,3120,2527,2747,1829,1433,3355,Day_3,Blackout Offset
2025-10-23T20:15:36.500Z,177,800,1040,375,846,999,3116,2525,2746,1823,1433,3357,Day_3,Blackout Offset
2025-10-23T20:15:36.540Z,173,807,1045,374,852,1002,3107,2525,2743,1816,1433,3359,Day_3,Blackout Offset
2025-10-23T20:15:36.580Z,172,806,1048,375,850,1003,3105,2528,2742,1813,1432,3362,Day_3,Blackout Offset
2025-10-23T20:15:36.620Z,172,800,1045,374,843,1002,3110,2528,2741,1817,1429,3362,Day_3,Blackout Offset
2025-10-23T20:15:36.660Z,170,795,1039,370,838,1000,3115,2523,2742,1821,1427,3361,Day_3,Blackout Offset
2025-10-23T20:15:36.700Z,170,791,1036,367,835,998,3111,2523,2748,1819,1431,3361,Day_3,Blackout Offset
2025-10-23T20:15:36.740Z,172,790,1038,369,834,1000,3104,2531,2754,1812,1439,3361,Day_3,Blackout Offset
2025-10-23T20:15:36.780Z,175,790,1045,371,834,1006,3099,2535,2753,1809,1443,3356,Day_3,Blackout Offset
2025-10-23T20:15:36.821Z,174,793,1049,370,837,1010,3097,2529,2748,1809,1439,3350,Day_3,Blackout Offset
2025-10-23T20:15:36.861Z,171,796,1047,367,841,1007,3094,2523,2745,1811,1434,3349,Day_3,Blackout Offset
2025-10-23T20:15:36.901Z,170,799,1043,366,846,1001,3091,2525,2744,1812,1432,3352,Day_3,Blackout Offset
2025-10-23T20:15:36.941Z,173,802,1041,370,850,998,3092,2534,2741,1811,1435,3354,Day_3,Blackout Offset
2025-10-23T20:15:36.981Z,176,804,1042,374,851,997,3097,2543,2739,1808,1441,3355,Day_3,Blackout Offset
2025-10-23T20:15:37.021Z,177,805,1041,375,852,995,3097,2548,2741,1803,1446,3355,Day_3,Blackout Offset
2025-10-23T20:15:37.061Z,178,807,1039,375,854,992,3095,2549,2742,1801,1449,3354,Day_3,Blackout Offset
2025-10-23T20:15:37.101Z,180,809,1038,377,855,989,3097,2546,2744,1806,1450,3353,Day_3,Blackout Offset
2025-10-23T20:15:37.141Z,180,806,1034,380,854,986,3103,2540,2747,1812,1448,3352,Day_3,Blackout Offset
